unique_id,black,blk_num
MA_Haverhill_B5,no,0
MA_Haverhill_C1,no,0
MA_Haverhill_C10,no,0
MA_Haverhill_C2,no,0
MA_Haverhill_C3,no,0
MA_Haverhill_C4,no,0
MA_Haverhill_C5,no,0
MA_Haverhill_C6,2 yes,2
MA_Haverhill_C7,no,0
MA_Haverhill_C8,no,0
MA_Haverhill_C9,no,0
MA_Haverhill_D1,no,0
MA_Haverhill_D2,no,0
MA_Haverhill_D3,no,0
MA_Haverhill_D4,no,0
MA_Haverhill_D5,no,0
MA_Haverhill_D6,no,0
MA_Haverhill_D7,no,0
MA_Haverhill_D8,no,0
MD_Baltimore_A1,No,0
MD_Baltimore_A2,No,0
MD_Baltimore_A3,No,0
MD_Baltimore_A4,None,0
MD_Baltimore_A5,No,0
MD_Baltimore_A6,,0
MD_Baltimore_B1,No,0
MD_Baltimore_B10,No,0
MD_Baltimore_B11,No,0
MD_Baltimore_B12,No,0
MD_Baltimore_B14,Yes Small,0.5
MD_Baltimore_B15,No,0
MD_Baltimore_B16,No,0
MD_Baltimore_B17,No,0
MD_Baltimore_B18,No,0
MD_Baltimore_B19,No,0
MD_Baltimore_B2,No,0
MD_Baltimore_B20,No,0
MD_Baltimore_B21,,0
MD_Baltimore_B22,,0
MD_Baltimore_B23,,0
MD_Baltimore_B3,No,0
MD_Baltimore_B4,No,0
MD_Baltimore_B5,No,0
MD_Baltimore_B6,No,0
MD_Baltimore_B7,No,0
MD_Baltimore_B8,No,0
MD_Baltimore_B9,No,0
MD_Baltimore_C1,Yes 0.4,0
MD_Baltimore_C10,No,0
MD_Baltimore_C11,yes 5,5
MD_Baltimore_C12,2 Yes,2
MD_Baltimore_C13,None,0
MD_Baltimore_C14,No,0
MD_Baltimore_C15,,0
MD_Baltimore_C16,,0
MD_Baltimore_C17,,0
MD_Baltimore_C18,,0
MD_Baltimore_C19,,0
MD_Baltimore_C2,None,0
MD_Baltimore_C20,,0
MD_Baltimore_C21,,0
MD_Baltimore_C22,,0
MD_Baltimore_C3,3 Yes,3
MD_Baltimore_C4,None,0
MD_Baltimore_C5,Yes 10,10
MD_Baltimore_C6,No,0
MD_Baltimore_C7,Nominal,0
MD_Baltimore_C8,No,0
MD_Baltimore_C9,None,0
MD_Baltimore_D1,25 Yes,25
MD_Baltimore_D2,2 Yes,2
MD_Baltimore_D4,80 Yes,80
MD_Baltimore_D5,20 Yes,20
MD_Baltimore_D6,Yes 35,35
MD_Baltimore_D8,Yes 30,30
MD_Baltimore_D9,40.2 Yes,40
MI_Battle Creek_A1,None,0
MI_Battle Creek_A2,None,0
MI_Battle Creek_A3,None,0
MI_Battle Creek_B1,None,0
MI_Battle Creek_B2,None,0
MI_Battle Creek_B3,None,0
MI_Battle Creek_B4,None,0
MI_Battle Creek_B5,None,0
MI_Battle Creek_B6,None,0
MI_Battle Creek_B7,None,0
MI_Battle Creek_B8,None,0
MI_Battle Creek_C1,None,0
MI_Battle Creek_C10,None,0
MI_Battle Creek_C11,None,0
MI_Battle Creek_C12,None,0
MI_Battle Creek_C13,None,0
MI_Battle Creek_C14,None,0
MI_Battle Creek_C15,None,0
MI_Battle Creek_C16,Nominal  5,5
MI_Battle Creek_C17,None,0
MI_Battle Creek_C2,None,0
MI_Battle Creek_C3,None,0
MI_Battle Creek_C4,None,0
MI_Battle Creek_C5,10 A few,10
MI_Battle Creek_C6,None,0
MI_Battle Creek_C7,Yes 10,10
MI_Battle Creek_C8,None,0
MI_Battle Creek_C9,None,0
MI_Battle Creek_D1,15 Yes,15
MI_Battle Creek_D10,No,0
MI_Battle Creek_D11,None,0
MI_Battle Creek_D2,75 Yes,75
MI_Battle Creek_D3,Yes 25,25
MI_Battle Creek_D4,None,0
MI_Battle Creek_D5,Yes 50,50
MI_Battle Creek_D6,None,0
MI_Battle Creek_D7,None,0
MI_Battle Creek_D8,5 Yes,5
MI_Battle Creek_D9,10 Yes,10
MI_Bay City_A1,None,0
MI_Bay City_B1,None,0
MI_Bay City_B2,None,0
MI_Bay City_B3,None,0
MI_Bay City_C1,None,0
MI_Bay City_C2,No,0
MI_Bay City_C3,No,0
MI_Bay City_C4,No,0
MI_Bay City_C5,No,0
MI_Bay City_D1,Few,3.0714285714285716
MI_Bay City_D2,15 Yes,15
MI_Bay City_D3,No,0
MI_Bay City_D4,None,0
MI_Bay City_D5,None,0
MI_Bay City_D6,None,0
MI_Bay City_D7,None,0
MI_Bay City_D8,None,0
MI_Flint_A1,None,0
MI_Flint_A2,None,0
MI_Flint_B1,None,0
MI_Flint_B2,None,0
MI_Flint_B3,None,0
MI_Flint_B4,None,0
MI_Flint_B5,None,0
MI_Flint_B6,None,0
MI_Flint_B7,None,0
MI_Flint_C1,None,0
MI_Flint_C10,None,0
MI_Flint_C11,None,0
MI_Flint_C12,None,0
MI_Flint_C13,None,0
MI_Flint_C14,None,0
MI_Flint_C15,None,0
MI_Flint_C16,None,0
MI_Flint_C17,None,0
MI_Flint_C18,none,0
MI_Flint_C2,None,0
MI_Flint_C3,None,0
MI_Flint_C4,None,0
MI_Flint_C5,None,0
MI_Flint_C6,None,0
MI_Flint_C7,None,0
MI_Flint_C8,None,0
MI_Flint_C9,None,0
MI_Flint_D1,No,0
MI_Flint_D10,None,0
MI_Flint_D11,Yes 25,25
MI_Flint_D12,Yes 60,60
MI_Flint_D13,None,0
MI_Flint_D14,None,0
MI_Flint_D15,None,0
MI_Flint_D16,None,0
MI_Flint_D17,None,0
MI_Flint_D18,50 Yes,50
MI_Flint_D19,None,0
MI_Flint_D2,None,0
MI_Flint_D20,None,0
MI_Flint_D21,None,0
MI_Flint_D22,None,0
MI_Flint_D23,None,0
MI_Flint_D3,None,0
MI_Flint_D4,None,0
MI_Flint_D5,None,0
MI_Flint_D6,none,0
MI_Flint_D7,none,0
MI_Flint_D8,none,0
MI_Flint_D9,None,0
MI_Kalamazoo_A1,none N/A,0
MI_Kalamazoo_A2,none N/A,0
MI_Kalamazoo_A3,none N/A,0
MI_Kalamazoo_B1,none N/A,0
MI_Kalamazoo_B2,none N/A,0
MI_Kalamazoo_B3,none N/A,0
MI_Kalamazoo_B4,N/A none,0
MI_Kalamazoo_B5,none N/A,0
MI_Kalamazoo_B6,N/A none,0
MI_Kalamazoo_B7,none N/A,0
MI_Kalamazoo_B8,N/A none,0
MI_Kalamazoo_B9,N/A none,0
MI_Kalamazoo_C1,N/A none,0
MI_Kalamazoo_C10,N/A none,0
MI_Kalamazoo_C11,none N/A,0
MI_Kalamazoo_C12,N/A none,0
MI_Kalamazoo_C13,none N/A,0
MI_Kalamazoo_C14,none N/A,0
MI_Kalamazoo_C15,N/A none,0
MI_Kalamazoo_C16,N/A none,0
MI_Kalamazoo_C17,N/A none,0
MI_Kalamazoo_C18,none N/A,0
MI_Kalamazoo_C19,none N/A,0
MI_Kalamazoo_C2,none N/A,0
MI_Kalamazoo_C20,none N/A,0
MI_Kalamazoo_C21,none N/A,0
MI_Kalamazoo_C22,N/A none,0
MI_Kalamazoo_C23,none N/A,0
MI_Kalamazoo_C24,N/A none,0
MI_Kalamazoo_C3,none N/A,0
MI_Kalamazoo_C4,N/A none,0
MI_Kalamazoo_C5,none N/A,0
MI_Kalamazoo_C6,none N/A,0
MI_Kalamazoo_C7,none N/A,0
MI_Kalamazoo_C8,N/A none,0
MI_Kalamazoo_C9,none N/A,0
MI_Kalamazoo_D1,yes 10%,10
MI_Kalamazoo_D2,"few, if any N/A",3.0714285714285716
MI_Kalamazoo_D3,none N/A,0
MI_Kalamazoo_D4,yes 10%,10
MI_Kalamazoo_D5,few N/A,3.0714285714285716
MI_Kalamazoo_D6,N/A few,0
MI_Kalamazoo_D7,"N/A yes, a few",0
MI_Pontiac_A1,None,0
MI_Pontiac_A2,None,0
MI_Pontiac_A3,None,0
MI_Pontiac_B1,None,0
MI_Pontiac_B2,None,0
MI_Pontiac_B3,None,0
MI_Pontiac_B4,None,0
MI_Pontiac_B5,None,0
MI_Pontiac_B6,None,0
MI_Pontiac_B7,None,0
MI_Pontiac_B8,None,0
MI_Pontiac_C1,None,0
MI_Pontiac_C10,None,0
MI_Pontiac_C11,None,0
MI_Pontiac_C12,None,0
MI_Pontiac_C13,None,0
MI_Pontiac_C14,None,0
MI_Pontiac_C2,None,0
MI_Pontiac_C3,None,0
MI_Pontiac_C4,None,0
MI_Pontiac_C5,None,0
MI_Pontiac_C6,None,0
MI_Pontiac_C7,None,0
MI_Pontiac_C8,None,0
MI_Pontiac_C9,None,0
MI_Pontiac_D1,None,0
MI_Pontiac_D2,None,0
MI_Pontiac_D3,None,0
MI_Pontiac_D4,None,0
MI_Pontiac_D5,Yes 85,85
MI_Pontiac_D6,None,0
MI_Pontiac_D7,5 Yes,5
MI_Pontiac_D8,5 Yes,5
MI_Pontiac_D9,None,0
MI_Saginaw_A1,None,0
MI_Saginaw_A2,None,0
MI_Saginaw_A3,None,0
MI_Saginaw_A4,None,0
MI_Saginaw_A5,None,0
MI_Saginaw_B1,No,0
MI_Saginaw_B2,No,0
MI_Saginaw_B3,No 0,0
MI_Saginaw_B4,No,0
MI_Saginaw_C1,No,0
MI_Saginaw_C10,0 No,0
MI_Saginaw_C11,None,0
MI_Saginaw_C12,Yes Small,0.5
MI_Saginaw_C13,Some,5
MI_Saginaw_C14,Few,3.0714285714285716
MI_Saginaw_C15,Few,3.0714285714285716
MI_Saginaw_C16,No,0
MI_Saginaw_C2,No,0
MI_Saginaw_C3,No,0
MI_Saginaw_C4,No,0
MI_Saginaw_C5,No,0
MI_Saginaw_C6,No,0
MI_Saginaw_C7,No,0
MI_Saginaw_C8,None,0
MI_Saginaw_C9,No,0
MI_Saginaw_D1,No,0
MI_Saginaw_D2,No,0
MI_Saginaw_D3,Some,5
MI_Saginaw_D4,None,0
MI_Saginaw_D5,Yes 75,75
MI_Saginaw_D6,None,0
MO_St. Joseph_A1,No,0
MO_St. Joseph_A2,None,0
MO_St. Joseph_A3,None,0
MO_St. Joseph_B1,None,0
MO_St. Joseph_B2,None,0
MO_St. Joseph_B3,None,0
MO_St. Joseph_B4,None,0
MO_St. Joseph_B5,None,0
MO_St. Joseph_B6,None,0
MO_St. Joseph_B7,None,0
MO_St. Joseph_C1,None,0
MO_St. Joseph_C2,None,0
MO_St. Joseph_C3,None,0
MO_St. Joseph_C4,No,0
MO_St. Joseph_C5,None,0
MO_St. Joseph_C6,None,0
MO_St. Joseph_C7,None,0
MO_St. Joseph_C8,None,0
MO_St. Joseph_D1,No,0
MO_St. Joseph_D10,Very few on west side near railroad tracks,0.5
MO_St. Joseph_D11,Yes 12,12
MO_St. Joseph_D12,None,0
MO_St. Joseph_D13,None,0
MO_St. Joseph_D14,5 A few,5
MO_St. Joseph_D15,8 Yes,8
MO_St. Joseph_D2,No,0
MO_St. Joseph_D3,Very few,0.5
MO_St. Joseph_D4,Yes 30,30
MO_St. Joseph_D5,None,0
MO_St. Joseph_D6,Very few,0.5
MO_St. Joseph_D7,Yes 38,38
MO_St. Joseph_D8,None,0
MO_St. Joseph_D9,Probably 6 families,3
NC_Asheville_A1,None,0
NC_Asheville_A2,None,0
NC_Asheville_A3,None,0
NC_Asheville_B1,None,0
NC_Asheville_B10,None,0
NC_Asheville_B2,None,0
NC_Asheville_B3,None,0
NC_Asheville_B4,None,0
NC_Asheville_B5,None,0
NC_Asheville_B6,None,0
NC_Asheville_B7,None,0
NC_Asheville_B8,None,0
NC_Asheville_B9,None,0
NC_Asheville_C1,None,0
NC_Asheville_C2,Yes 2,2
NC_Asheville_C3,None,0
NC_Asheville_C4,None,0
NC_Asheville_D1,Yes 75,75
NC_Asheville_D2,Yes 100,100
NC_Asheville_D3,Yes  100,100
NC_Asheville_D4,None,0
NC_Charlotte_A1,None,0
NC_Charlotte_A2,None,0
NC_Charlotte_A3,No,0
NC_Charlotte_B1,No,0
NC_Charlotte_B2,None,0
NC_Charlotte_B3,None,0
NC_Charlotte_B4,None,0
NC_Charlotte_B5,None,0
NC_Charlotte_B6,None,0
NC_Charlotte_B7,None,0
NC_Charlotte_C1,None,0
NC_Charlotte_C10,None,0
NC_Charlotte_C11,None,0
NC_Charlotte_C12,None,0
NC_Charlotte_C13,None,0
NC_Charlotte_C2,None,0
NC_Charlotte_C3,None,0
NC_Charlotte_C4,None,0
NC_Charlotte_C5,None,0
NC_Charlotte_C6,None,0
NC_Charlotte_C7,None,0
NC_Charlotte_C8,None,0
NC_Charlotte_C9,None,0
NC_Charlotte_D1,Yes 5,5
NC_Charlotte_D10,No,0
NC_Charlotte_D11,None,0
NC_Charlotte_D2,65 Yes,65
NC_Charlotte_D3,Yes  98,98
NC_Charlotte_D4,100 Yes,100
NC_Charlotte_D5,60 Yes,60
NC_Charlotte_D6,98 Yes,98
NC_Charlotte_D7,Yes 100,100
NC_Charlotte_D8,Yes 95,95
NC_Charlotte_D9,100 Yes,100
NC_Durham_A1,None,0
NC_Durham_A2,None,0
NC_Durham_A3,None,0
NC_Durham_A4,None,0
NC_Durham_A5,None,0
NC_Durham_B1,None,0
NC_Durham_B2,None,0
NC_Durham_B3,None,0
NC_Durham_B4,None,0
NC_Durham_B5,None,0
NC_Durham_B6,None,0
NC_Durham_C1,Yes 10,10
NC_Durham_C2,None,0
NC_Durham_C3,5 Yes,5
NC_Durham_C4,Yes  5,5
NC_Durham_C5,Yes 1,1
NC_Durham_C6,15 Yes,15
NC_Durham_C7,Yes 100,100
NC_Durham_D1,100 Yes,100
NC_Durham_D2,Yes 80,80
NC_Durham_D3,40 Yes,40
NC_Durham_D4,20 Yes,20
NC_Durham_D5,Yes 100,100
NC_Durham_D6,Yes 90,90
NC_Greensboro_A1,No,0
NC_Greensboro_A2,None,0
NC_Greensboro_A3,No,0
NC_Greensboro_B1,None,0
NC_Greensboro_B2,None,0
NC_Greensboro_B3,None,0
NC_Greensboro_B4,None,0
NC_Greensboro_B5,Less than 1 Yes,1
NC_Greensboro_B6,None,0
NC_Greensboro_C1,None,0
NC_Greensboro_C2,None,0
NC_Greensboro_C3,None,0
NC_Greensboro_C4,100 Yes,100
NC_Greensboro_C5,100 Yes,100
NC_Greensboro_C6,5 Yes,5
NC_Greensboro_C7,None,0
NC_Greensboro_C8,1 Yes,1
NC_Greensboro_C9,2 Yes,2
NC_Greensboro_D1,100 Yes,100
NC_Greensboro_D2,Yes 100,100
NC_Greensboro_D3,60 Yes,60
NC_Winston-Salem_A1,None,0
NC_Winston-Salem_B1,None,0
NC_Winston-Salem_B2,None,0
NC_Winston-Salem_B3,None,0
NC_Winston-Salem_B4,None,0
NC_Winston-Salem_B5,None,0
NC_Winston-Salem_C1,None,0
NC_Winston-Salem_C10,None,0
NC_Winston-Salem_C11,Yes 100%,100
NC_Winston-Salem_C2,Yes 100%,100
NC_Winston-Salem_C3,Yes 20%,20
NC_Winston-Salem_C4,Yes 50%,50
NC_Winston-Salem_C5,3% Yes,3
NC_Winston-Salem_C6,,0
NC_Winston-Salem_C7,,0
NC_Winston-Salem_C8,,0
NC_Winston-Salem_C9,None,0
NC_Winston-Salem_D1,80% Yes,80
NC_Winston-Salem_D2,Yes 100%,100
NC_Winston-Salem_D3,Yes 100%,100
NC_Winston-Salem_D4,,0
NC_Winston-Salem_D5,100% Yes,100
NC_Winston-Salem_D6,80% Yes,80
NH_Manchester_A1,None,0
NH_Manchester_B1,None,0
NH_Manchester_B2,- none,0
NH_Manchester_B3,No,0
NH_Manchester_C1,- None,0
NH_Manchester_C10,- -,0
NH_Manchester_C11,- no,0
NH_Manchester_C2,no -,0
NH_Manchester_C3,no -,0
NH_Manchester_C4,no -,0
NH_Manchester_C5,no -,0
NH_Manchester_C6,none -,0
NH_Manchester_C7,- -,0
NH_Manchester_C8,- no,0
NH_Manchester_C9,- -,0
NH_Manchester_D1,,0
NH_Manchester_D10,,0
NH_Manchester_D11,,0
NH_Manchester_D2,,0
NH_Manchester_D3,,0
NH_Manchester_D4,,0
NH_Manchester_D5,,0
NH_Manchester_D6,,0
NH_Manchester_D7,,0
NH_Manchester_D8,,0
NH_Manchester_D9,,0
NJ_Camden_A1,No,0
NJ_Camden_A2,No,0
NJ_Camden_A3,No,0
NJ_Camden_A4,No,0
NJ_Camden_B1,No,0
NJ_Camden_B10,No,0
NJ_Camden_B11,No,0
NJ_Camden_B12,No,0
NJ_Camden_B13,5 Yes (but scattered),5
NJ_Camden_B14,No,0
NJ_Camden_B15,No,0
NJ_Camden_B2,No,0
NJ_Camden_B3,No,0
NJ_Camden_B4,No,0
NJ_Camden_B5,No,0
NJ_Camden_B6,No,0
NJ_Camden_B7,No,0
NJ_Camden_B8,No,0
NJ_Camden_B9,No,0
NJ_Camden_C1,No,0
NJ_Camden_C10,No,0
NJ_Camden_C11,No,0
NJ_Camden_C12,No,0
NJ_Camden_C13,No,0
NJ_Camden_C2,Negro,0
NJ_Camden_C3,No,0
NJ_Camden_C4,10 Yes (scattered),10
NJ_Camden_C5,No,0
NJ_Camden_C6,No,0
NJ_Camden_C7,No,0
NJ_Camden_C8,No,0
NJ_Camden_C9,no,0
NJ_Camden_D1,99% Yes,99
NJ_Camden_D2,80% Yes,80
NJ_Camden_D3,50% Yes,50
NJ_Camden_D4,Yes 100%,100
NJ_Camden_D5,No,0
NJ_Camden_D6,No,0
NJ_Trenton_A1,,0
NJ_Trenton_A2,No,0
NJ_Trenton_B1,,0
NJ_Trenton_B10,None,0
NJ_Trenton_B2,None,0
NJ_Trenton_B3,None,0
NJ_Trenton_B4,None,0
NJ_Trenton_B5,,0
NJ_Trenton_B6,None,0
NJ_Trenton_B7,None,0
NJ_Trenton_B8,None,0
NJ_Trenton_B9,None,0
NJ_Trenton_C1,,0
NJ_Trenton_C10,None,0
NJ_Trenton_C11,None,0
NJ_Trenton_C12,None,0
NJ_Trenton_C13,,0
NJ_Trenton_C14,Yes 5,5
NJ_Trenton_C15,None,0
NJ_Trenton_C16,Yes 20,20
NJ_Trenton_C17,none,0
NJ_Trenton_C18,None,0
NJ_Trenton_C19,10 Yes,10
NJ_Trenton_C2,None,0
NJ_Trenton_C20,None,0
NJ_Trenton_C3,,0
NJ_Trenton_C4,None,0
NJ_Trenton_C5,,0
NJ_Trenton_C6,None,0
NJ_Trenton_C7,None,0
NJ_Trenton_C8,,0
NJ_Trenton_C9,None,0
NJ_Trenton_D1,15 Yes,15
NJ_Trenton_D2,Yes 15,15
NJ_Trenton_D3,Yes 15,15
NJ_Trenton_D4,Yes 15,15
NY_Binghamton-Johnson City_A1,None 0,0
NY_Binghamton-Johnson City_A2,No 0,0
NY_Binghamton-Johnson City_A3,No 0,0
NY_Binghamton-Johnson City_A4,No 0,0
NY_Binghamton-Johnson City_B1,No 0,0
NY_Binghamton-Johnson City_B10,No 0,0
NY_Binghamton-Johnson City_B11,No 0,0
NY_Binghamton-Johnson City_B2,0 No,0
NY_Binghamton-Johnson City_B3,0 No,0
NY_Binghamton-Johnson City_B4,No 0,0
NY_Binghamton-Johnson City_B5,No 0,0
NY_Binghamton-Johnson City_B6,0 No,0
NY_Binghamton-Johnson City_B7,0 No,0
NY_Binghamton-Johnson City_B8,0 No,0
NY_Binghamton-Johnson City_B9,0 No,0
NY_Binghamton-Johnson City_C1,No 0,0
NY_Binghamton-Johnson City_C10,0 No,0
NY_Binghamton-Johnson City_C2,0  No,0
NY_Binghamton-Johnson City_C3,0 No,0
NY_Binghamton-Johnson City_C4,No 0,0
NY_Binghamton-Johnson City_C5,No 0,0
NY_Binghamton-Johnson City_C6,0 No,0
NY_Binghamton-Johnson City_C7,0 No,0
NY_Binghamton-Johnson City_C8,0 No,0
NY_Binghamton-Johnson City_C9,No 0,0
NY_Binghamton-Johnson City_D1,0 No,0
NY_Binghamton-Johnson City_D2,65 Yes,65
NY_Binghamton-Johnson City_D3,0 No,0
NY_Buffalo_A1,0 No,0
NY_Buffalo_A2,No 0,0
NY_Buffalo_A3,0 No,0
NY_Buffalo_A4,No 0,0
NY_Buffalo_A5,0 No,0
NY_Buffalo_A6,0 No,0
NY_Buffalo_A7,No 0,0
NY_Buffalo_B1,No 0,0
NY_Buffalo_B10,0 No,0
NY_Buffalo_B11,No 0,0
NY_Buffalo_B12,No 0,0
NY_Buffalo_B13,0 No,0
NY_Buffalo_B2,No 0,0
NY_Buffalo_B3,No 0,0
NY_Buffalo_B4,No 0,0
NY_Buffalo_B5,No 0,0
NY_Buffalo_B6,0% No,0
NY_Buffalo_B7,No 0%,0
NY_Buffalo_B8,0% No,0
NY_Buffalo_B9,No 0%,0
NY_Buffalo_C1,0 No,0
NY_Buffalo_C2,No 0,0
NY_Buffalo_C3,0 No,0
NY_Buffalo_C4,No 0,0
NY_Buffalo_C5,No 0,0
NY_Buffalo_C6,0 No,0
NY_Buffalo_C7,0 No,0
NY_Buffalo_C8,0 No,0
NY_Buffalo_D1,Yes 95,95
NY_Buffalo_D2,0 No,0
NY_Buffalo_D3,Yes 25,25
NY_Buffalo_D4,None 0,0
NY_Buffalo_D5,No 0,0
NY_Lower Westchester Co._A1,No 0,0
NY_Lower Westchester Co._A10,No 0,0
NY_Lower Westchester Co._A11,0 No,0
NY_Lower Westchester Co._A12,0 No,0
NY_Lower Westchester Co._A13,No 0,0
NY_Lower Westchester Co._A14,No 0,0
NY_Lower Westchester Co._A15,0 No,0
NY_Lower Westchester Co._A16,No,0
NY_Lower Westchester Co._A17,No 0,0
NY_Lower Westchester Co._A18,No 0,0
NY_Lower Westchester Co._A2,0 No,0
NY_Lower Westchester Co._A3,0 No,0
NY_Lower Westchester Co._A4,No 0,0
NY_Lower Westchester Co._A5,No 0,0
NY_Lower Westchester Co._A6,No 0,0
NY_Lower Westchester Co._A7,0 No,0
NY_Lower Westchester Co._A8,0 No,0
NY_Lower Westchester Co._A9,No 0,0
NY_Lower Westchester Co._B1,0 No,0
NY_Lower Westchester Co._B10,0 No,0
NY_Lower Westchester Co._B11,No 0,0
NY_Lower Westchester Co._B12,0 No,0
NY_Lower Westchester Co._B13,) No,0
NY_Lower Westchester Co._B14,No 0,0
NY_Lower Westchester Co._B15,0 No,0
NY_Lower Westchester Co._B16,0 No,0
NY_Lower Westchester Co._B17,No 0,0
NY_Lower Westchester Co._B18,No 0,0
NY_Lower Westchester Co._B19,No 0,0
NY_Lower Westchester Co._B2,0 No,0
NY_Lower Westchester Co._B20,No 0,0
NY_Lower Westchester Co._B21,0 No,0
NY_Lower Westchester Co._B22,2 Yes (See No. 14),2
NY_Lower Westchester Co._B23,No 0,0
NY_Lower Westchester Co._B24,No 0,0
NY_Lower Westchester Co._B25,No 0,0
NY_Lower Westchester Co._B26,No 0,0
NY_Lower Westchester Co._B27,0 No,0
NY_Lower Westchester Co._B28,1/2 Yes(Confined),0.5
NY_Lower Westchester Co._B29,No No 0 0,0
NY_Lower Westchester Co._B3,0 No,0
NY_Lower Westchester Co._B4,No 0,0
NY_Lower Westchester Co._B5,2 Yes,2
NY_Lower Westchester Co._B6,No 0,0
NY_Lower Westchester Co._B7,No 0,0
NY_Lower Westchester Co._B8,No 0,0
NY_Lower Westchester Co._B9,0 No,0
NY_Lower Westchester Co._C1,No 0,0
NY_Lower Westchester Co._C10,0 No,0
NY_Lower Westchester Co._C11,No 0,0
NY_Lower Westchester Co._C12,0 No,0
NY_Lower Westchester Co._C13,0 No,0
NY_Lower Westchester Co._C14,No 0,0
NY_Lower Westchester Co._C15,No 0,0
NY_Lower Westchester Co._C16,0 No,0
NY_Lower Westchester Co._C17,5 Yes (confined),5
NY_Lower Westchester Co._C18,0 No,0
NY_Lower Westchester Co._C19,0 No,0
NY_Lower Westchester Co._C20,No 0,0
NY_Lower Westchester Co._C21,0 No,0
NY_Lower Westchester Co._C22,5 Yes (Scattered),5
NY_Lower Westchester Co._C23,No 0,0
NY_Lower Westchester Co._C24,Yes (Confined) 2,2
NY_Lower Westchester Co._C25,,0
NY_Lower Westchester Co._C26,Yes (Scattered) 5,5
NY_Lower Westchester Co._C27,Yes (Scattered) 2,2
NY_Lower Westchester Co._C28,No 0,0
NY_Lower Westchester Co._C3,5 Yes (Scattered),5
NY_Lower Westchester Co._C4,0 No,0
NY_Lower Westchester Co._C5,No 0,0
NY_Lower Westchester Co._C6,2 Yes (Scattered),2
NY_Lower Westchester Co._C7,Yes (Scattered) 5,5
NY_Lower Westchester Co._C8,No 0,0
NY_Lower Westchester Co._C9,0 No,0
NY_Lower Westchester Co._D1,1 Yes,1
NY_Lower Westchester Co._D10,50 Yes,50
NY_Lower Westchester Co._D11,50 Yes,50
NY_Lower Westchester Co._D12,Yes 90,90
NY_Lower Westchester Co._D13,30 Yes,30
NY_Lower Westchester Co._D14,50 Yes,50
NY_Lower Westchester Co._D2,Yes 40,40
NY_Lower Westchester Co._D3,Yes 2,2
NY_Lower Westchester Co._D4,0 No,0
NY_Lower Westchester Co._D5,Yes 20,20
NY_Lower Westchester Co._D6,No 0,0
NY_Lower Westchester Co._D7,5 Yes,5
NY_Lower Westchester Co._D8,Yes 50,50
NY_Lower Westchester Co._D9,Yes 60,60
NY_Niagara Falls_B1,0 No,0
NY_Niagara Falls_B2,0 No No 0,0
NY_Niagara Falls_B3,No 0,0
NY_Niagara Falls_B4,0 No,0
NY_Niagara Falls_B5,No 0,0
NY_Niagara Falls_B6,No 0,0
NY_Niagara Falls_B7,0 No,0
NY_Niagara Falls_C1,No 0,0
NY_Niagara Falls_C2,2 Yes (Scattered),2
NY_Niagara Falls_C3,0 No,0
NY_Niagara Falls_C4,0 No,0
NY_Niagara Falls_D1,5 Yes (Scattered),5
NY_Niagara Falls_D2,10 Yes,10
OH_Dayton_A1,No,0
OH_Dayton_A2,No,0
OH_Dayton_A3,No,0
OH_Dayton_A4,None,0
OH_Dayton_A5,None,0
OH_Dayton_A6,None,0
OH_Dayton_A7,None,0
OH_Dayton_B1,None,0
OH_Dayton_B10,No,0
OH_Dayton_B11,None,0
OH_Dayton_B2,None,0
OH_Dayton_B3,None,0
OH_Dayton_B4,None,0
OH_Dayton_B5,None,0
OH_Dayton_B6,None,0
OH_Dayton_B7,No,0
OH_Dayton_B8,None,0
OH_Dayton_B9,No,0
OH_Dayton_C1,No,0
OH_Dayton_C10,None,0
OH_Dayton_C11,No,0
OH_Dayton_C12,None,0
OH_Dayton_C13,None,0
OH_Dayton_C14,None,0
OH_Dayton_C15,None,0
OH_Dayton_C2,No,0
OH_Dayton_C3,No,0
OH_Dayton_C4,None,0
OH_Dayton_C5,None,0
OH_Dayton_C6,No,0
OH_Dayton_C7,None,0
OH_Dayton_C8,None,0
OH_Dayton_C9,No,0
OH_Dayton_D1,None,0
OH_Dayton_D10,10 Yes,10
OH_Dayton_D11,80 Yes,80
OH_Dayton_D12,None,0
OH_Dayton_D13,10 Yes,10
OH_Dayton_D2,None,0
OH_Dayton_D3,None,0
OH_Dayton_D4,Yes 80,80
OH_Dayton_D5,None,0
OH_Dayton_D6,30% yes 30,30
OH_Dayton_D7,10 Yes,10
OH_Dayton_D8,None,0
OH_Dayton_D9,Yes 15,15
OH_Lorain_B1,No no,0
OH_Lorain_B2,No No,0
OH_Lorain_B3,No  - No,0
OH_Lorain_C1,No No,0
OH_Lorain_C2,1/2 of 1 Yes Yes  1\/2 of 1,0.5
OH_Lorain_C3,No  No,0
OH_Lorain_C4,No No,0
OH_Lorain_C5,Yes 1/2 of 1 Yes 1\/2 of 1,0.5
OH_Lorain_C6,1/2 of 1 Yes 1\/2 of 1  Yes,0.5
OH_Lorain_C7,Yes 1 1 Yes,1
OH_Lorain_C8,1/2 of 1 1\/2 of 1 Yes Yes,0.5
OH_Lorain_C9,No No,0
OH_Lorain_D1,No -  No,0
OH_Lorain_D2,No No,0
OH_Lorain_D3,No   No,0
OH_Lorain_D4,2 1/2 Yes Yes,2.5
